Day_Local_Date,WDir_Deg,WSpd_m/s,GustDir_Deg,GustSpd_m/s,WindRun_Km,Rain_mm,Tdry_C,TWet_C,RH_%,Tmax_C,Tmin_C,Tgmin_C,ET10_C,Pmsl_hPa,Sun_Hrs,Rad_MJ/m2,Evaporation_Amount_mm
1/01/2009,300.00,8.20,270.00,17.50,501.00,0.00,21.00,12.50,30.90,25.70,14.40,9.70,20.40,997.00,14.70,31.90,7.50
1/02/2009,10.00,7.20,310.00,19.60,556.00,2.40,19.20,12.20,39.00,30.90,11.10,4.90,19.40,1003.20,5.30,21.40,9.00
1/03/2009,240.00,2.60,220.00,12.40,248.00,12.20,14.50,12.50,78.00,19.30,10.50,9.90,18.10,1005.20,7.30,17.30,7.90
1/04/2009,310.00,0.50,50.00,10.30,296.00,0.00,14.80,11.70,66.90,21.60,6.90,1.80,14.70,1016.30,13.10,29.30,3.30
1/05/2009,50.00,2.60,70.00,9.30,304.00,0.00,17.60,13.90,63.90,22.90,8.80,6.90,16.90,1017.40,14.40,30.90,5.50
1/06/2009,40.00,2.10,290.00,17.50,592.00,0.00,20.40,15.00,53.00,26.50,12.90,10.30,19.10,1008.10,5.80,16.20,5.70
1/07/2009,320.00,12.40,290.00,19.60,489.00,0.00,25.30,16.80,38.10,32.70,15.90,13.40,19.30,1007.30,12.90,27.70,6.40
1/08/2009,70.00,4.10,280.00,11.30,302.00,0.00,26.60,17.60,37.00,35.70,18.40,14.10,21.20,1010.70,9.40,25.30,8.90
1/09/2009,20.00,2.60,340.00,12.90,472.00,0.60,20.40,15.00,53.00,29.00,18.30,15.40,21.30,1003.50,0.80,10.20,7.90
1/10/2009,200.00,7.70,180.00,12.90,372.00,0.00,13.30,12.60,91.90,18.40,12.30,12.70,19.20,1012.70,8.10,23.30,5.70
1/11/2009,70.00,4.60,60.00,14.40,413.00,0.00,14.90,11.40,63.00,19.30,9.10,5.00,18.10,1021.80,14.30,28.30,4.40
1/12/2009,40.00,3.10,157.52,11.30,404.00,0.00,15.40,11.60,60.90,20.10,9.90,6.80,18.50,1018.00,13.20,29.50,5.70
13/01/2009,210.00,2.10,190.00,10.30,225.00,0.00,15.30,13.30,78.10,22.30,8.20,4.24,18.30,1015.30,13.50,22.90,5.90
14/01/2009,40.00,4.60,80.00,12.40,572.00,0.00,18.20,14.90,68.00,22.00,9.20,5.50,18.90,1016.20,12.50,27.70,4.10
15/01/2009,70.00,4.10,50.00,10.30,352.00,0.00,18.00,15.10,72.10,25.30,13.10,11.00,19.30,1009.50,12.20,26.50,5.40
16/01/2009,50.00,3.10,100.00,8.20,294.00,0.00,19.10,16.60,76.20,29.20,12.30,9.30,20.50,1003.70,7.00,22.70,5.90
17/01/2009,20.00,3.60,330.00,15.40,430.00,0.00,25.40,15.50,30.10,27.90,14.50,11.80,21.30,996.40,2.00,8.30,5.30
18/01/2009,230.00,3.10,20.00,10.80,263.00,9.60,17.30,13.70,65.20,21.50,12.40,9.30,19.30,997.20,5.50,17.00,5.00
19/01/2009,240.00,0.50,60.00,12.90,450.00,0.20,13.40,11.10,74.20,20.30,9.20,7.60,16.80,1004.00,10.90,27.00,4.10
20/01/2009,20.00,3.60,200.00,15.40,371.00,0.00,14.70,12.00,71.10,17.70,10.60,9.50,17.10,1013.70,6.70,21.50,5.50
21/01/2009,50.00,2.60,80.00,11.30,414.00,0.00,15.60,11.80,61.00,24.00,7.70,4.40,16.70,1021.30,11.60,27.50,4.20
22/01/2009,70.00,3.10,40.00,8.20,292.00,0.00,17.70,16.40,87.00,28.40,14.50,13.30,19.20,1021.00,9.90,25.40,5.90
23/01/2009,30.00,3.60,60.00,9.30,242.00,0.00,17.60,16.20,85.80,28.40,15.70,14.20,20.90,1017.50,12.10,29.40,5.80
24/01/2009,300.00,0.50,80.00,13.40,487.00,0.00,22.00,14.70,40.90,29.70,9.50,6.30,20.10,1019.40,14.00,29.80,6.50
25/01/2009,50.00,2.60,60.00,9.80,347.00,0.00,20.40,18.00,77.80,29.20,15.70,13.80,21.10,1015.70,11.90,26.60,8.00
26/01/2009,220.00,7.20,220.00,10.30,392.00,0.00,18.20,15.70,76.10,25.30,15.60,14.00,21.30,1017.60,11.50,26.50,6.30
27/01/2009,190.00,7.20,190.00,18.00,469.00,0.60,14.90,12.80,77.00,14.90,14.10,12.30,21.00,1009.50,0.30,8.10,6.20
28/01/2009,220.00,3.60,60.00,9.80,351.00,0.00,12.90,10.30,70.20,21.30,10.50,10.00,18.00,1019.70,7.30,23.50,2.40
29/01/2009,230.00,4.60,220.00,8.80,243.00,0.00,16.40,13.90,74.20,23.40,13.10,11.70,19.40,1015.60,0.90,12.00,5.20
30/01/2009,190.00,1.50,70.00,10.30,298.00,0.00,16.40,15.00,85.20,24.40,12.20,9.60,19.10,1017.60,1.80,12.20,3.20
31/01/2009,210.00,1.50,50.00,12.90,499.00,0.00,24.40,18.20,52.00,29.90,13.30,10.70,19.20,1012.00,9.70,23.80,3.10
2/01/2009,50.00,1.50,190.00,21.60,411.00,0.00,21.00,17.20,66.90,31.20,15.20,14.20,20.80,1002.00,4.50,17.10,6.70
2/02/2009,190.00,5.10,40.00,9.80,366.00,0.00,12.70,9.70,66.00,16.20,12.40,12.20,19.10,1017.30,0.00,10.10,5.50
2/03/2009,30.00,2.60,50.00,7.20,280.00,2.40,14.40,11.60,70.00,22.30,7.50,3.80,16.90,1013.70,5.00,20.00,3.30
2/04/2009,240.00,3.10,50.00,7.70,348.00,0.00,14.30,13.50,91.30,18.10,13.60,11.80,18.50,1013.70,0.10,9.90,3.90
2/05/2009,60.00,5.10,60.00,13.90,561.00,0.00,15.50,13.60,80.20,20.70,13.10,11.70,17.30,1017.40,10.60,22.80,2.30
2/06/2009,90.00,3.10,280.00,13.90,361.00,0.00,17.70,16.10,84.20,30.40,13.70,11.50,18.00,1010.00,9.10,24.20,5.10
2/07/2009,230.00,6.20,200.00,15.40,452.00,0.00,15.90,12.20,61.90,22.50,13.30,9.50,18.90,1014.10,8.70,21.60,6.00
2/08/2009,70.00,7.70,60.00,9.80,355.00,0.00,17.40,15.50,81.00,28.20,15.00,14.90,19.90,1011.40,9.40,21.10,5.80
2/09/2009,70.00,1.50,220.00,13.90,374.00,0.00,27.70,18.40,37.00,34.20,15.80,13.30,21.40,1004.10,9.70,19.50,5.40
2/10/2009,320.00,1.50,70.00,8.80,303.00,2.80,15.90,11.90,59.00,17.60,14.30,13.00,20.00,1008.70,0.00,8.10,6.70
2/11/2009,80.00,2.60,60.00,11.30,397.00,4.00,13.90,12.30,82.10,17.40,11.90,12.00,18.00,1014.40,0.60,9.00,2.70
2/12/2009,220.00,5.70,200.00,13.40,393.00,10.60,14.50,13.90,93.20,14.90,13.90,14.20,17.70,1004.30,0.00,3.90,2.40
13/02/2009,200.00,6.70,200.00,14.90,418.00,0.20,9.90,9.30,92.20,13.20,9.90,9.90,14.90,1011.90,0.00,8.50,0.80
14/02/2009,260.00,2.10,80.00,8.80,267.00,0.20,9.80,8.70,85.10,17.30,8.80,8.20,13.60,1026.10,5.90,17.10,2.00
15/02/2009,30.00,2.10,60.00,10.30,439.00,0.00,13.10,11.20,78.30,20.30,6.60,2.90,13.00,1019.10,13.20,25.80,3.20
16/02/2009,180.00,8.80,170.00,11.80,287.00,0.20,12.50,11.00,81.90,15.70,9.40,7.40,15.60,1015.10,2.50,10.90,4.40
17/02/2009,50.00,1.00,70.00,8.80,266.00,0.00,11.30,9.70,80.20,19.20,3.50,0.80,13.00,1021.10,12.90,25.20,2.10
18/02/2009,350.00,1.00,60.00,8.80,320.00,0.00,12.50,11.40,87.10,16.90,9.00,6.60,15.40,1024.00,0.00,8.00,3.70
19/02/2009,20.00,2.60,80.00,11.30,359.00,8.40,14.70,12.90,80.10,19.60,12.50,11.10,16.10,1019.40,3.30,11.90,1.50
20/02/2009,230.00,1.50,80.00,13.40,582.00,20.00,14.50,14.20,96.30,15.60,13.70,12.80,16.60,1007.30,0.00,3.70,2.90
21/02/2009,90.00,5.10,90.00,14.40,213.00,1.60,15.30,15.00,96.30,20.50,14.40,14.20,16.00,995.50,2.20,8.40,0.70
22/02/2009,20.00,3.60,290.00,12.90,462.00,0.00,17.00,14.10,71.00,24.50,12.20,10.00,15.50,997.90,12.40,23.40,1.80
23/02/2009,230.00,4.10,190.00,12.40,450.00,0.00,15.00,13.60,85.10,17.50,11.30,9.50,14.90,1007.20,5.00,13.40,5.60
24/02/2009,220.00,6.20,190.00,12.40,435.00,1.80,11.70,11.00,91.80,15.00,10.60,9.70,14.30,1017.80,1.50,11.00,2.60
25/02/2009,250.00,4.10,210.00,9.30,353.00,0.00,11.40,9.80,80.20,17.50,8.70,7.30,12.60,1022.00,9.90,16.00,2.10
26/02/2009,80.00,4.10,60.00,9.30,327.00,0.00,14.00,12.50,83.30,18.90,11.40,12.10,14.80,1017.90,5.40,13.40,3.10
27/02/2009,240.00,1.50,70.00,8.80,347.00,1.00,15.40,14.30,87.90,19.70,11.80,10.10,15.70,1021.00,0.60,9.00,2.70
28/02/2009,80.00,4.10,70.00,18.00,673.00,14.60,15.60,14.90,92.00,17.00,15.00,14.70,16.60,1019.20,0.00,3.20,1.90
3/01/2009,50.00,2.60,40.00,16.50,385.00,0.00,16.80,16.00,92.10,25.90,14.00,14.00,16.20,997.00,7.10,17.90,1.20
3/02/2009,80.00,6.70,80.00,12.90,437.00,0.60,16.90,14.10,71.90,20.20,12.20,8.00,14.70,1006.10,11.10,21.60,4.00
3/03/2009,240.00,2.60,180.00,7.70,361.00,0.00,12.50,11.60,88.80,16.80,11.40,11.30,15.40,1026.20,2.20,11.60,4.20
3/04/2009,30.00,4.10,60.00,12.90,405.00,0.00,12.60,11.40,85.90,20.60,7.80,6.00,13.30,1026.10,12.20,22.80,2.40
3/05/2009,330.00,0.50,70.00,10.30,424.00,1.20,13.20,12.50,91.80,21.80,10.10,6.60,14.50,1017.80,0.80,8.50,3.80
3/06/2009,70.00,6.70,10.00,11.80,424.00,0.00,17.90,16.50,85.90,26.10,13.20,13.60,16.50,1002.90,0.30,8.40,2.30
3/07/2009,350.00,6.20,300.00,14.90,317.00,0.00,19.80,13.90,48.10,27.00,14.80,10.60,16.20,1002.20,11.30,21.70,2.60
3/08/2009,0.00,0.00,210.00,16.00,422.00,4.00,15.10,12.60,73.10,26.80,8.50,5.60,14.80,1001.10,12.10,21.70,5.60
3/09/2009,310.00,1.50,170.00,13.90,330.00,0.00,10.00,9.60,94.90,17.40,5.60,3.00,14.10,1005.20,8.70,18.50,4.90
3/10/2009,50.00,3.10,180.00,22.60,564.00,3.40,11.20,9.70,81.80,23.10,5.70,3.30,12.80,1002.50,7.60,18.20,2.70
3/11/2009,230.00,6.70,220.00,19.60,460.00,1.60,8.90,6.10,62.80,12.10,6.90,4.60,11.80,1005.70,2.90,9.90,4.20
3/12/2009,70.00,0.50,210.00,11.30,285.00,0.80,8.20,6.70,79.20,19.80,5.00,3.70,10.90,1005.40,0.00,8.10,2.70
13/03/2009,230.00,4.10,190.00,12.90,346.00,0.00,12.30,9.90,72.10,16.60,8.10,8.90,13.40,1012.00,4.20,12.70,2.30
14/03/2009,0.00,0.00,50.00,8.80,321.00,0.00,11.80,10.40,83.00,17.90,11.00,10.40,13.60,1024.70,8.80,17.20,2.50
15/03/2009,60.00,5.70,50.00,12.40,506.00,0.00,12.90,11.40,82.10,17.70,6.90,2.10,12.20,1027.50,11.30,19.60,3.20
16/03/2009,20.00,2.10,70.00,13.90,552.00,0.00,12.20,11.50,91.80,19.10,10.00,7.80,14.10,1026.80,9.50,18.60,3.00
17/03/2009,30.00,3.10,70.00,9.80,328.00,0.00,14.10,13.00,87.80,19.10,12.10,13.20,15.60,1021.20,7.50,15.40,3.40
18/03/2009,60.00,2.10,157.52,12.90,282.00,0.00,11.90,11.60,96.80,21.20,11.30,11.60,15.80,1010.40,2.20,9.50,2.70
19/03/2009,330.00,3.10,170.00,16.00,412.00,0.00,19.10,13.60,50.90,25.60,9.30,4.24,14.20,1001.10,9.50,17.90,2.20
20/03/2009,90.00,1.50,170.00,10.80,201.00,0.00,13.90,11.70,75.80,19.80,9.60,5.80,14.40,1012.60,7.20,14.90,4.60
21/03/2009,280.00,2.60,180.00,13.90,564.00,0.80,12.00,10.60,83.00,15.80,6.00,3.90,13.80,1015.10,0.00,4.00,2.60
22/03/2009,260.00,3.10,200.00,13.40,433.00,1.60,8.30,7.70,90.90,11.70,7.40,6.40,12.30,1020.80,2.20,8.30,0.90
23/03/2009,250.00,3.60,240.00,8.20,267.00,0.00,9.30,7.80,79.80,14.40,8.30,7.10,11.70,1022.10,5.20,11.70,1.50
24/03/2009,290.00,1.00,70.00,7.20,164.00,0.00,6.80,6.50,96.00,18.50,2.20,-1.30,9.70,1022.80,10.40,18.00,2.20
25/03/2009,40.00,1.50,170.00,10.80,254.00,0.00,9.50,9.30,96.80,24.60,3.60,0.90,11.20,1021.70,8.70,16.00,2.20
26/03/2009,50.00,2.60,70.00,11.30,331.00,0.00,10.80,10.10,91.10,18.40,4.90,2.80,12.20,1022.90,9.90,16.70,2.40
27/03/2009,340.00,1.00,320.00,15.40,291.00,0.00,11.80,11.50,96.80,24.60,7.60,5.60,13.20,1010.80,4.10,9.10,2.00
28/03/2009,60.00,2.10,70.00,9.80,260.00,0.00,11.20,11.00,96.90,20.20,6.40,1.70,12.80,1016.20,9.00,15.40,2.00
29/03/2009,280.00,1.50,50.00,7.70,196.00,0.00,9.30,9.10,96.80,24.50,2.90,0.70,11.70,1019.40,10.30,17.10,2.10
30/03/2009,180.00,2.10,200.00,12.40,359.00,0.00,11.80,10.10,79.10,19.30,3.70,0.10,11.90,1022.50,7.50,13.70,2.40
31/03/2009,130.00,1.00,190.00,9.30,274.00,1.20,11.40,9.90,81.20,13.50,11.10,10.30,14.40,1030.70,0.00,5.60,2.00
4/01/2009,270.00,2.60,190.00,7.20,148.00,0.00,8.90,8.30,92.20,14.30,8.40,6.80,12.60,1037.80,3.40,8.80,1.30
4/02/2009,310.00,0.50,190.00,8.20,149.00,0.00,2.30,2.20,98.00,18.40,-1.70,-4.60,8.70,1035.60,8.60,15.80,1.30
4/03/2009,40.00,2.60,70.00,10.80,379.00,0.00,6.30,6.00,95.30,17.70,0.70,-3.20,9.30,1033.50,10.30,16.20,1.80
4/04/2009,330.00,1.00,70.00,7.70,337.00,0.00,7.10,7.00,98.10,23.00,3.20,0.20,10.80,1026.40,10.00,15.90,2.20
4/05/2009,340.00,8.20,330.00,14.40,225.00,0.00,19.40,12.30,37.90,19.90,5.40,1.10,13.20,1017.70,1.20,4.40,2.50
4/06/2009,310.00,0.50,310.00,17.50,393.00,0.00,19.70,14.90,56.90,22.50,11.20,7.30,13.10,1015.00,2.10,3.70,1.80
4/07/2009,360.00,5.10,310.00,17.00,412.00,7.00,21.60,14.90,45.10,24.80,16.50,13.30,14.70,1003.60,9.90,13.20,2.30
4/08/2009,270.00,5.70,230.00,17.00,447.00,9.80,7.60,6.10,78.00,13.50,4.20,4.10,11.30,999.80,4.70,10.10,4.50
4/09/2009,240.00,3.10,200.00,13.90,356.00,0.20,5.20,4.10,82.80,12.70,4.70,3.20,8.80,1013.10,5.70,10.60,2.00
4/10/2009,20.00,1.00,30.00,6.20,187.00,0.00,7.90,6.10,74.30,15.80,2.20,-0.40,8.00,1023.60,10.50,14.50,2.20
4/11/2009,360.00,1.50,80.00,5.10,116.00,0.00,9.70,7.70,74.10,19.40,0.40,-2.10,7.80,1023.80,8.80,13.90,1.90
4/12/2009,290.00,1.00,70.00,9.80,322.00,0.00,10.50,10.20,96.10,17.20,3.90,2.30,10.00,1029.10,8.60,13.50,1.70
13/04/2009,10.00,1.00,330.00,11.80,266.00,0.00,9.50,9.30,96.80,21.90,8.10,5.20,11.30,1021.00,4.20,7.30,1.70
14/04/2009,60.00,1.00,60.00,10.80,421.00,0.00,11.10,10.30,90.00,17.50,6.90,2.90,11.50,1031.90,5.30,9.30,1.90
15/04/2009,70.00,3.10,60.00,11.30,406.00,0.00,12.20,11.00,85.90,19.40,7.00,2.90,11.20,1026.20,2.00,9.10,1.60
16/04/2009,40.00,9.30,40.00,12.90,514.00,0.20,19.20,13.00,45.00,21.00,10.20,6.80,13.20,1011.80,0.00,1.30,1.90
17/04/2009,240.00,4.60,220.00,12.40,267.00,0.00,13.20,11.00,75.30,15.60,12.20,10.70,13.10,1021.00,0.60,5.00,2.70
18/04/2009,60.00,1.50,60.00,7.70,105.00,0.00,13.30,13.00,96.80,16.00,11.10,9.20,13.30,1020.30,1.40,4.30,1.50
19/04/2009,50.00,3.60,200.00,7.70,289.00,1.20,12.80,12.20,93.10,17.90,11.60,11.00,13.60,1014.90,3.50,7.00,0.50
20/04/2009,190.00,7.20,170.00,12.90,323.00,0.20,9.80,8.80,86.80,12.30,9.60,9.30,12.90,1018.20,0.00,4.40,1.40
21/04/2009,0.00,0.00,60.00,8.80,225.00,0.00,4.80,4.60,97.20,12.70,-0.50,-3.30,8.40,1023.50,8.70,12.00,1.00
22/04/2009,240.00,2.10,190.00,5.10,133.00,0.00,5.50,4.90,90.80,13.90,-2.20,-4.50,7.00,1025.50,9.50,11.40,1.20
23/04/2009,300.00,1.00,60.00,9.30,282.00,0.00,7.70,7.10,90.90,15.70,1.00,-1.70,7.70,1029.40,9.60,12.20,1.00
24/04/2009,20.00,1.50,70.00,8.80,316.00,0.00,7.20,7.00,97.40,14.90,1.10,-1.00,8.10,1027.60,4.10,8.20,1.40
25/04/2009,20.00,3.60,50.00,11.30,548.00,0.00,8.60,7.70,87.90,22.70,4.60,0.60,9.80,1018.40,4.20,7.70,1.20
26/04/2009,320.00,6.70,320.00,14.90,474.00,0.00,22.70,14.30,34.90,25.50,8.30,9.30,12.90,1007.70,5.20,8.30,2.70
27/04/2009,10.00,8.80,330.00,20.60,536.00,1.00,21.20,14.60,45.00,26.60,16.90,13.10,14.20,1007.90,2.00,6.00,3.30
28/04/2009,40.00,5.10,290.00,11.30,231.00,10.20,17.90,14.80,70.30,23.60,13.90,11.10,14.10,1006.80,6.80,8.90,4.60
29/04/2009,250.00,4.60,210.00,12.40,353.00,13.00,11.60,11.10,94.30,12.50,10.40,9.30,12.80,1005.40,0.20,3.00,2.10
30/04/2009,260.00,2.60,180.00,8.80,276.00,0.40,8.10,7.70,94.10,10.10,7.00,6.90,10.50,1013.10,0.00,4.00,0.50
5/01/2009,250.00,1.50,230.00,8.20,119.00,0.60,7.10,6.10,86.00,10.90,5.00,2.80,9.10,1024.90,5.30,7.60,0.50
5/02/2009,360.00,1.50,50.00,8.80,225.00,0.00,4.60,4.40,97.40,11.50,1.70,0.10,8.40,1024.70,5.10,8.40,0.80
5/03/2009,250.00,0.50,50.00,8.80,179.00,0.20,2.80,2.70,97.30,12.30,-2.00,-3.50,6.00,1022.70,8.70,10.60,0.90
5/04/2009,330.00,0.50,50.00,6.20,215.00,0.00,2.60,2.50,98.00,12.80,-3.10,-4.20,5.10,1019.50,8.70,10.60,0.90
5/05/2009,30.00,1.50,110.00,8.20,368.00,28.00,6.00,5.50,92.00,14.90,1.70,-1.60,6.00,1004.10,5.70,7.80,1.00
5/06/2009,210.00,3.10,230.00,14.40,338.00,5.60,7.40,7.10,95.30,10.40,6.20,6.20,8.40,1004.70,0.00,3.30,1.40
5/07/2009,50.00,0.50,60.00,9.30,384.00,3.40,3.00,2.80,96.00,12.20,-1.00,-2.50,5.40,1005.20,7.60,10.00,0.40
5/08/2009,260.00,6.20,230.00,15.40,520.00,3.00,5.30,4.90,94.00,7.30,3.10,4.00,8.20,996.60,0.00,3.80,1.30
5/09/2009,270.00,3.60,230.00,12.40,285.00,5.00,4.60,2.70,70.00,8.90,2.20,0.00,5.40,994.90,4.20,6.40,0.30
5/10/2009,240.00,5.70,240.00,13.40,434.00,21.80,4.00,3.60,94.00,5.60,3.70,3.50,6.70,991.90,0.00,2.70,1.20
5/11/2009,280.00,2.60,230.00,12.40,215.00,0.00,3.70,2.30,76.20,10.30,1.00,-1.30,4.40,1000.50,9.40,9.50,0.50
5/12/2009,320.00,2.10,270.00,6.20,108.00,0.00,4.50,2.80,73.20,10.60,-0.70,-2.00,4.30,998.80,3.40,5.90,1.00
13/05/2009,180.00,1.50,260.00,5.10,107.00,0.00,4.60,4.00,90.10,14.90,0.60,-1.30,4.90,997.20,8.40,9.20,0.70
14/05/2009,270.00,0.50,350.00,10.30,324.00,4.60,3.10,2.80,95.30,16.00,-1.40,-3.50,4.10,998.40,6.90,7.80,0.80
15/05/2009,340.00,6.70,310.00,20.10,442.00,0.00,11.00,8.50,68.90,15.50,3.30,2.60,7.70,989.70,9.10,9.00,1.30
16/05/2009,20.00,3.60,320.00,22.10,555.00,0.20,14.80,11.20,62.00,21.40,6.00,1.10,7.70,995.10,5.90,6.70,1.10
17/05/2009,310.00,5.70,320.00,16.50,447.00,0.00,12.80,9.10,57.90,15.30,11.30,8.70,9.60,992.20,9.00,8.60,2.40
18/05/2009,40.00,3.10,200.00,14.90,293.00,0.00,10.50,7.40,61.00,15.30,3.50,-0.20,7.20,995.20,3.20,5.40,2.20
19/05/2009,320.00,1.50,240.00,19.60,620.00,16.00,6.60,5.30,81.20,10.60,0.00,-2.80,5.40,996.40,4.80,6.60,1.20
20/05/2009,250.00,3.60,230.00,20.60,636.00,21.80,4.30,2.70,74.10,5.40,3.10,1.50,5.50,1014.20,1.80,2.80,0.80
21/05/2009,240.00,5.70,220.00,15.40,435.00,4.60,3.10,2.60,92.00,8.80,1.20,0.40,4.20,1021.70,3.20,5.20,1.00
22/05/2009,230.00,10.30,210.00,23.20,825.00,7.60,7.10,6.10,84.70,8.60,2.80,-0.60,6.20,1022.80,3.00,4.80,0.80
23/05/2009,240.00,8.80,190.00,19.60,719.00,12.20,7.30,5.30,72.00,9.60,5.10,4.10,5.60,1024.70,0.00,0.70,0.40
24/05/2009,210.00,8.20,210.00,14.90,600.00,1.60,8.20,7.90,96.10,8.90,6.20,5.40,7.80,1027.70,0.00,2.10,2.10
25/05/2009,250.00,3.60,200.00,9.30,205.00,0.60,6.70,6.20,92.70,8.80,6.10,5.60,7.40,1032.90,0.70,3.00,0.10
26/05/2009,320.00,0.50,50.00,7.20,294.00,0.00,5.90,4.90,84.10,7.50,5.50,5.10,7.20,1028.70,0.30,3.00,0.40
27/05/2009,360.00,2.60,50.00,9.80,439.00,0.00,3.50,3.40,97.90,8.40,2.90,3.70,7.00,1022.30,0.00,3.00,0.60
28/05/2009,20.00,2.60,60.00,10.30,267.00,0.00,5.80,5.40,94.00,11.80,3.40,4.30,7.50,1015.00,5.00,5.80,0.60
29/05/2009,90.00,1.00,190.00,6.70,177.00,0.00,1.00,1.00,99.40,11.30,-0.70,-1.80,5.30,1015.30,2.70,5.60,0.50
30/05/2009,330.00,2.10,270.00,5.70,383.00,6.20,5.70,5.40,95.90,11.60,1.10,1.00,6.70,1015.90,8.30,7.50,0.60
31/05/2009,210.00,7.70,210.00,23.70,484.00,1.80,4.70,3.00,72.00,8.60,2.00,0.40,5.50,1015.70,3.80,4.10,0.30
6/01/2009,230.00,5.10,200.00,11.80,255.00,0.00,8.60,5.90,63.20,10.90,2.00,0.80,5.30,1025.40,2.50,3.40,1.10
6/02/2009,0.00,0.00,40.00,4.60,101.00,0.00,0.00,-0.30,94.40,10.40,-1.50,-4.00,3.30,1031.40,7.70,7.40,0.70
6/03/2009,280.00,0.50,330.00,3.10,68.00,0.00,-0.40,-0.60,95.80,11.90,-2.90,-4.30,3.10,1033.70,8.20,7.40,0.40
6/04/2009,310.00,1.50,20.00,4.60,116.00,0.00,0.10,-0.10,95.70,10.90,-2.60,-4.30,2.60,1030.00,8.20,7.40,0.40
6/05/2009,120.00,0.50,170.00,14.90,220.00,0.00,-0.10,-0.40,93.10,15.80,-2.60,-4.10,2.40,1013.50,7.40,7.20,0.40
6/06/2009,290.00,1.50,180.00,16.00,351.00,0.20,0.50,0.40,97.20,10.60,-2.60,-4.30,2.70,1011.10,4.30,4.70,1.00
6/07/2009,300.00,1.50,40.00,7.20,208.00,0.00,3.00,2.40,89.30,8.10,0.50,1.10,4.10,1025.20,2.50,4.70,0.80
6/08/2009,20.00,3.60,60.00,14.40,567.00,3.00,4.70,3.30,78.20,8.50,1.60,-0.50,4.40,1023.30,0.50,3.30,0.40
6/09/2009,60.00,10.30,50.00,14.40,488.00,0.00,8.00,7.20,89.00,9.80,3.60,1.90,5.50,1014.30,0.20,2.70,1.00
6/10/2009,70.00,5.10,50.00,10.80,358.00,0.00,9.70,9.30,94.20,12.00,7.90,6.00,7.10,1012.70,0.60,2.40,0.10
6/11/2009,110.00,2.10,30.00,7.20,298.00,0.00,7.40,6.20,83.10,15.00,6.00,1.70,6.10,1013.10,2.20,3.50,0.40
6/12/2009,60.00,4.10,20.00,9.30,268.00,0.00,10.00,8.20,77.20,15.90,7.20,4.20,7.00,1013.70,1.20,3.60,1.10
13/06/2009,280.00,1.50,200.00,9.30,314.00,0.00,8.60,8.40,97.40,11.50,8.40,6.20,8.40,1004.60,0.10,3.50,1.00
14/06/2009,240.00,2.10,220.00,6.20,181.00,0.00,7.70,7.10,90.90,11.80,7.30,7.20,8.00,1001.90,3.60,4.90,0.30
15/06/2009,310.00,1.00,40.00,6.20,255.00,3.00,4.80,4.50,95.30,9.90,4.10,1.60,7.40,999.10,4.80,5.00,0.40
16/06/2009,210.00,8.20,210.00,16.50,459.00,0.00,3.70,2.20,74.00,6.10,2.90,0.30,5.90,1005.90,5.90,5.20,0.40
17/06/2009,280.00,4.60,240.00,7.20,254.00,0.00,2.00,-0.20,62.00,8.70,0.50,-1.80,3.30,1018.50,5.60,6.10,0.70
18/06/2009,30.00,1.00,270.00,5.10,151.00,0.00,0.00,-0.90,82.00,10.20,-1.70,-4.10,2.70,1022.20,7.00,6.40,1.00
19/06/2009,280.00,3.10,210.00,10.80,326.00,3.40,2.10,0.20,66.00,11.70,-3.70,-5.50,2.20,1026.70,6.90,6.20,0.60
20/06/2009,280.00,3.10,220.00,9.80,276.00,2.20,5.10,3.50,74.80,9.60,2.00,0.40,4.90,1034.00,1.20,3.40,1.10
21/06/2009,260.00,3.60,220.00,10.80,394.00,2.40,6.70,4.60,69.90,9.60,2.30,0.10,4.80,1034.90,0.00,2.60,0.70
22/06/2009,260.00,2.60,230.00,6.20,151.00,1.00,5.10,4.60,92.00,7.90,5.10,4.90,6.30,1034.00,0.00,2.20,1.00
23/06/2009,280.00,1.50,160.00,7.70,130.00,0.00,3.40,3.20,97.20,9.20,1.60,-0.40,5.20,1030.70,5.20,5.80,0.30
24/06/2009,0.00,0.00,200.00,6.20,125.00,0.00,0.50,0.30,95.10,10.90,-2.80,-4.00,3.00,1027.10,2.80,4.20,0.20
25/06/2009,240.00,0.50,60.00,5.10,148.00,0.00,-0.10,-0.20,97.30,8.80,-1.80,-3.10,3.10,1023.20,1.90,4.40,0.40
26/06/2009,250.00,1.00,210.00,4.10,94.00,0.00,4.30,3.90,93.20,10.10,-0.10,0.40,4.80,1012.90,1.40,3.00,0.40
27/06/2009,180.00,1.50,180.00,5.10,121.00,0.20,0.10,0.10,99.40,7.40,-1.80,-3.70,2.80,1014.20,1.10,4.30,0.10
28/06/2009,280.00,0.50,200.00,5.70,165.00,0.20,-3.20,-3.20,96.90,6.90,-4.30,-4.60,2.30,1013.60,0.50,3.40,0.20
29/06/2009,200.00,2.60,170.00,5.70,128.00,3.40,2.70,2.50,95.90,6.20,-3.20,-2.60,3.60,1011.30,0.00,2.30,0.40
30/06/2009,248.00,0.70,50.00,5.10,124.00,0.20,2.80,2.70,98.00,7.00,2.10,1.20,4.30,1016.00,0.00,3.20,0.00
