Day_Local_Date,WDir_Deg,WSpd_m/s,GustDir_Deg,GustSpd_m/s,WindRun_Km,Rain_mm,Tdry_C,TWet_C,RH_%,Tmax_C,Tmin_C,Tgmin_C,Pmsl_hPa,Sun_Hrs,Rad_MJ/m2,Evaporation_Amount_mm
1/01/2009,240.00,6.70,270.00,14.40,373.00,0.00,17.50,14.20,67.90,24.70,12.30,8.60,1004.40,11.80,28.30,2.90
2/01/2009,210.00,2.60,50.00,16.50,628.00,0.00,17.60,13.90,63.90,23.60,11.20,6.00,1011.30,8.40,23.40,6.60
3/01/2009,50.00,8.80,240.00,16.00,546.00,0.00,18.70,17.70,89.90,22.30,17.50,18.30,1004.90,8.20,22.70,3.20
4/01/2009,240.00,7.20,240.00,16.50,344.00,0.00,15.80,11.20,54.00,21.50,11.30,8.00,1017.90,12.60,30.00,4.60
5/01/2009,280.00,1.00,20.00,8.80,301.00,0.00,17.20,13.30,62.20,22.30,11.40,6.70,1018.90,14.10,31.40,6.00
6/01/2009,350.00,0.50,20.00,9.30,338.00,0.00,15.70,13.90,80.80,22.40,11.90,8.30,1015.80,7.00,23.20,3.40
7/01/2009,10.00,1.50,210.00,9.80,302.00,0.00,17.90,14.50,67.10,25.20,14.50,8.40,1015.40,8.60,25.30,4.10
8/01/2009,210.00,2.60,20.00,9.30,318.00,0.00,23.00,17.30,54.10,26.10,16.10,11.10,1015.40,13.80,30.70,5.90
9/01/2009,50.00,5.70,50.00,11.30,423.00,0.00,19.90,18.10,82.90,24.70,17.00,15.20,1011.50,5.30,22.30,7.10
10/01/2009,250.00,1.50,350.00,10.30,319.00,0.00,19.00,15.90,70.90,23.70,16.30,13.20,1010.00,0.70,21.30,4.40
11/01/2009,290.00,1.00,320.00,11.30,309.00,0.00,16.60,12.80,62.10,23.60,12.90,7.00,1018.60,14.00,31.20,6.20
12/01/2009,250.00,2.10,360.00,8.20,244.00,0.00,16.20,12.70,64.10,22.60,10.90,5.10,1016.70,11.90,30.10,6.10
13/01/2009,250.00,1.50,360.00,8.80,260.00,0.00,16.40,14.70,81.90,23.00,13.50,9.00,1012.80,7.40,24.90,6.20
14/01/2009,200.00,1.00,360.00,9.80,247.00,0.00,17.90,14.40,66.20,22.00,14.40,9.10,1017.00,9.10,27.60,6.20
15/01/2009,340.00,1.50,10.00,8.20,247.00,0.00,16.90,15.10,82.00,23.20,13.20,8.10,1012.50,12.30,29.20,6.00
16/01/2009,10.00,2.60,10.00,8.80,236.00,0.00,20.10,17.90,79.80,24.10,14.30,9.60,1008.40,11.70,28.00,5.80
17/01/2009,50.00,3.60,10.00,18.00,507.00,8.00,19.60,16.80,73.80,23.70,13.60,8.30,1005.20,4.80,13.60,4.90
18/01/2009,200.00,0.50,330.00,12.90,276.00,0.80,15.20,13.60,82.90,20.40,13.20,11.90,1000.40,5.20,16.90,4.40
19/01/2009,210.00,1.50,230.00,13.40,498.00,0.00,15.10,12.50,72.00,21.50,11.30,6.80,1004.90,8.00,21.00,4.70
20/01/2009,230.00,7.20,220.00,14.40,424.00,0.00,17.10,12.00,51.00,23.80,14.00,11.90,1012.90,13.50,30.00,5.70
21/01/2009,360.00,0.50,20.00,9.80,249.00,0.00,16.50,12.60,61.20,22.30,9.90,3.80,1023.50,12.40,29.60,3.50
22/01/2009,350.00,1.50,10.00,7.70,256.00,0.00,18.70,15.30,68.10,24.00,12.50,7.40,1024.20,11.20,26.40,4.20
23/01/2009,320.00,1.00,10.00,9.80,313.00,0.00,17.30,15.70,84.20,25.00,13.00,7.80,1023.20,13.30,29.70,5.90
24/01/2009,350.00,1.50,20.00,10.30,310.00,0.00,18.40,16.90,84.80,25.10,13.20,7.90,1022.30,13.80,30.20,5.80
25/01/2009,250.00,2.60,10.00,8.20,212.00,0.00,18.40,16.40,80.10,25.30,14.50,9.40,1021.20,12.10,28.90,7.00
26/01/2009,250.00,1.00,10.00,7.70,214.00,0.00,18.60,17.10,84.90,25.60,14.20,9.30,1016.70,11.40,27.80,3.50
27/01/2009,190.00,1.00,10.00,15.40,354.00,3.20,21.20,17.30,66.10,27.70,15.30,11.60,1005.60,7.80,21.40,6.60
28/01/2009,310.00,0.50,30.00,11.30,300.00,0.00,15.90,13.10,70.80,21.20,11.60,9.70,1018.70,10.30,26.90,6.40
29/01/2009,200.00,0.50,210.00,8.20,267.00,0.00,15.80,14.10,81.90,22.60,12.40,9.50,1018.10,4.20,14.40,4.30
30/01/2009,190.00,1.50,220.00,10.30,426.00,0.00,18.90,14.20,57.00,24.30,13.40,9.40,1018.00,7.30,21.70,2.30
31/01/2009,220.00,4.60,240.00,18.50,298.00,0.00,23.30,17.40,53.10,30.00,18.00,13.90,1013.70,13.50,28.20,2.40
1/02/2009,230.00,15.40,230.00,22.10,484.00,0.00,22.40,16.80,53.90,28.00,16.30,12.00,1008.20,4.30,17.10,3.60
2/02/2009,280.00,1.00,360.00,10.80,306.00,0.00,16.90,13.80,69.10,23.00,15.40,11.40,1015.10,7.80,25.70,7.40
3/02/2009,360.00,1.50,20.00,13.40,337.00,0.00,17.70,14.60,70.20,22.50,13.50,9.10,1017.10,10.40,27.30,5.50
4/02/2009,250.00,1.00,260.00,4.60,123.00,1.20,16.70,13.90,71.90,18.00,14.80,11.50,1012.40,0.00,6.50,3.70
5/02/2009,240.00,3.10,340.00,7.20,201.00,0.00,16.90,14.70,77.80,25.20,13.10,9.10,1016.70,13.20,28.70,5.40
6/02/2009,240.00,1.50,40.00,11.30,307.00,0.00,17.50,15.20,76.90,24.40,12.70,8.10,1016.00,13.50,27.30,5.30
7/02/2009,360.00,2.10,10.00,7.70,354.00,0.00,21.70,17.60,64.90,27.70,13.30,9.30,1014.00,12.00,26.70,5.60
8/02/2009,220.00,5.10,210.00,10.80,248.00,0.00,23.20,17.00,51.00,28.70,19.00,14.40,1014.40,13.40,26.70,3.50
9/02/2009,0.00,0.00,30.00,13.90,405.00,0.00,20.30,18.30,81.90,26.50,17.50,14.90,1011.60,6.90,23.00,4.10
10/02/2009,230.00,2.10,20.00,11.80,296.00,0.20,20.80,18.50,78.90,25.90,18.70,17.30,1006.50,6.80,21.60,5.40
11/02/2009,230.00,1.00,10.00,8.20,267.00,5.80,18.20,17.10,89.30,24.30,16.60,14.20,1012.30,8.30,22.90,4.30
12/02/2009,90.00,0.50,10.00,8.20,161.00,22.60,16.00,15.50,95.10,20.10,15.60,15.30,1004.00,0.00,5.40,3.10
13/02/2009,120.00,1.50,10.00,12.40,305.00,1.00,15.90,15.30,93.30,20.90,14.70,14.40,1008.60,3.70,16.70,1.70
14/02/2009,360.00,1.50,350.00,7.20,230.00,0.00,14.50,10.00,52.90,20.40,12.70,11.10,1023.70,7.90,23.10,5.50
15/02/2009,210.00,1.00,30.00,9.80,319.00,0.00,14.30,12.90,83.90,20.90,10.40,6.30,1021.80,11.50,25.80,4.50
16/02/2009,300.00,1.00,10.00,9.30,205.00,0.00,17.10,13.80,66.90,22.20,14.30,10.90,1014.20,0.30,11.80,4.70
17/02/2009,300.00,1.00,30.00,8.20,232.00,0.00,15.60,11.60,58.90,21.70,13.20,11.50,1021.40,9.80,23.90,4.70
18/02/2009,270.00,1.00,350.00,7.20,197.00,0.00,15.10,13.80,86.20,23.20,11.40,6.70,1022.10,10.20,24.90,5.00
19/02/2009,260.00,0.50,10.00,7.20,196.00,22.20,15.90,15.00,90.30,22.70,15.20,12.60,1020.90,3.40,17.70,4.50
20/02/2009,40.00,3.10,40.00,11.80,342.00,5.20,19.10,18.70,95.80,22.50,16.00,15.70,1002.50,0.00,6.10,4.20
21/02/2009,10.00,2.10,50.00,13.40,249.00,0.00,22.30,19.80,78.20,25.80,19.00,18.00,997.10,10.30,18.10,1.30
22/02/2009,170.00,1.00,240.00,13.40,341.00,0.00,16.40,14.60,80.90,24.20,12.50,7.70,1004.10,10.10,22.80,1.80
23/02/2009,230.00,1.00,270.00,9.80,231.00,0.60,15.20,12.60,72.10,23.20,11.80,8.60,1009.70,10.70,23.40,2.40
24/02/2009,220.00,0.50,360.00,9.30,293.00,7.40,14.20,12.40,80.00,21.80,10.10,5.50,1016.00,10.30,24.60,-
25/02/2009,50.00,2.10,350.00,7.70,270.00,2.60,14.20,13.50,92.00,20.70,13.00,13.00,1020.70,6.90,21.10,3.20
26/02/2009,140.00,1.00,10.00,7.70,227.00,0.00,15.40,14.40,89.10,21.20,14.10,14.00,1018.80,2.70,14.60,3.90
27/02/2009,220.00,1.50,10.00,5.10,169.00,0.00,16.70,15.50,88.00,22.50,13.90,11.10,1019.20,2.70,15.70,2.10
28/02/2009,90.00,4.60,60.00,11.80,486.00,14.40,19.70,16.20,67.90,19.60,16.80,14.60,1014.90,0.00,3.50,3.90
1/03/2009,80.00,5.70,20.00,16.00,321.00,0.20,18.10,17.00,89.30,23.90,16.20,15.90,1004.20,8.10,17.60,1.90
2/03/2009,70.00,0.50,270.00,10.30,342.00,0.00,17.60,13.90,63.90,25.10,11.80,8.10,1011.10,11.90,22.30,1.70
3/03/2009,250.00,2.10,310.00,11.80,249.00,0.00,15.00,13.10,79.10,22.30,11.60,7.70,1022.40,8.80,19.10,5.50
4/03/2009,190.00,1.00,10.00,7.20,188.00,0.00,12.90,10.60,73.10,21.80,9.10,3.90,1030.20,12.00,23.60,3.90
5/03/2009,240.00,1.50,240.00,6.20,284.00,11.80,14.60,13.60,89.00,21.00,12.30,8.60,1023.40,0.00,6.80,4.50
6/03/2009,50.00,7.70,40.00,14.40,582.00,1.40,18.60,18.20,95.70,20.90,14.60,14.50,1011.60,0.00,5.90,4.50
7/03/2009,230.00,4.60,270.00,11.80,341.00,0.00,17.90,15.30,75.00,24.10,17.40,15.70,1007.60,11.60,21.40,2.30
8/03/2009,210.00,4.60,210.00,14.40,564.00,0.00,18.00,14.50,66.30,23.90,14.20,8.70,1004.10,11.70,21.70,2.80
9/03/2009,230.00,5.70,220.00,14.40,494.00,0.00,14.80,10.00,50.10,19.30,13.50,11.20,1007.40,11.60,22.10,3.10
10/03/2009,110.00,1.50,210.00,16.50,364.00,0.00,12.10,9.70,72.00,20.60,9.20,3.70,1011.30,6.00,13.70,4.40
11/03/2009,210.00,5.70,230.00,15.40,419.00,0.00,13.10,9.70,62.10,18.00,8.40,3.00,1005.10,9.00,20.50,3.70
12/03/2009,250.00,1.00,220.00,17.50,550.00,0.00,8.90,7.00,74.90,19.90,6.70,0.70,1010.00,8.30,17.40,2.10
13/03/2009,320.00,1.50,220.00,12.40,251.00,0.00,14.30,11.80,72.90,20.30,8.90,6.70,1010.60,8.40,19.60,3.20
14/03/2009,200.00,1.50,340.00,6.20,169.00,0.00,14.90,13.70,87.30,20.90,14.10,13.10,1023.70,5.60,16.50,3.60
15/03/2009,210.00,0.50,360.00,5.70,169.00,0.00,11.90,10.90,88.20,19.90,8.80,3.10,1027.50,11.30,21.30,3.10
16/03/2009,210.00,1.00,10.00,6.70,142.00,0.00,11.40,10.50,89.30,21.40,8.70,2.80,1027.30,10.20,20.90,3.10
17/03/2009,260.00,0.50,350.00,6.20,180.00,0.00,13.40,12.10,84.90,22.00,10.90,4.60,1022.60,11.40,21.00,3.30
18/03/2009,230.00,1.00,20.00,13.90,257.00,5.00,12.70,11.70,88.30,21.30,10.00,4.70,1016.70,4.40,11.50,3.40
19/03/2009,280.00,1.00,210.00,14.40,447.00,0.00,13.90,13.50,95.00,22.30,11.10,7.30,1009.10,7.00,13.10,2.70
20/03/2009,230.00,6.20,220.00,11.80,294.00,0.00,14.90,11.30,62.10,22.00,11.60,5.80,1011.30,6.30,15.30,3.90
21/03/2009,200.00,2.10,140.00,7.70,203.00,6.00,11.10,10.40,91.10,20.70,8.40,3.80,1016.20,10.00,19.30,2.40
22/03/2009,170.00,1.50,10.00,10.30,328.00,4.40,10.60,9.90,91.10,18.70,8.10,4.70,1017.50,9.20,19.20,3.50
23/03/2009,220.00,0.50,20.00,8.20,186.00,0.00,8.80,7.60,83.80,18.70,6.10,2.50,1018.80,11.90,19.80,2.40
24/03/2009,170.00,0.50,10.00,7.70,210.00,0.00,9.90,8.90,86.80,18.90,6.00,1.60,1022.00,10.10,19.50,2.70
25/03/2009,220.00,1.50,350.00,6.20,147.00,0.00,11.60,10.80,89.90,20.20,9.60,4.50,1025.60,10.80,19.00,2.60
26/03/2009,270.00,1.50,350.00,6.20,179.00,0.00,11.50,11.10,94.90,20.20,9.70,5.70,1024.60,9.00,17.80,1.80
27/03/2009,240.00,3.60,230.00,9.30,355.00,0.00,16.00,12.90,68.00,21.90,10.90,6.30,1017.20,6.40,15.70,1.80
28/03/2009,230.00,4.10,240.00,10.30,431.00,0.00,14.30,11.30,67.20,21.30,10.30,4.40,1019.10,9.20,18.10,0.60
29/03/2009,250.00,5.10,230.00,13.90,495.00,0.00,15.20,11.80,63.90,22.70,13.30,9.60,1023.00,11.10,18.20,2.50
30/03/2009,100.00,1.50,230.00,11.80,179.00,0.00,14.40,10.90,62.80,21.70,10.90,5.70,1022.20,10.80,18.30,3.80
31/03/2009,280.00,2.10,100.00,11.80,310.00,0.00,13.00,12.30,91.30,19.30,11.90,6.90,1025.90,1.30,9.00,5.00
1/04/2009,240.00,1.50,170.00,7.20,203.00,0.00,9.80,7.60,72.00,18.00,8.70,3.00,1034.60,10.90,18.00,3.00
2/04/2009,210.00,2.10,10.00,6.70,186.00,0.00,8.40,7.40,86.00,17.90,7.40,0.90,1035.60,10.70,17.80,1.90
3/04/2009,220.00,1.50,10.00,7.70,252.00,0.00,9.30,8.70,92.20,18.50,7.60,1.30,1035.40,10.70,17.50,2.10
4/04/2009,230.00,2.10,10.00,9.30,280.00,0.00,10.50,9.70,89.20,19.70,9.30,7.40,1031.90,9.60,17.00,2.50
5/04/2009,220.00,1.00,30.00,8.80,187.00,0.00,12.30,10.60,79.30,20.60,6.80,1.10,1027.10,8.80,15.60,1.80
6/04/2009,210.00,0.50,350.00,11.30,548.00,0.00,13.20,11.90,84.90,21.60,8.20,3.00,1023.50,9.40,16.10,2.30
7/04/2009,20.00,8.80,10.00,18.00,529.00,2.00,17.40,16.50,90.90,19.90,13.20,14.40,1011.60,1.40,5.60,0.40
8/04/2009,190.00,1.00,360.00,14.90,267.00,0.00,12.40,9.50,65.90,15.40,8.40,4.20,1002.80,7.70,13.50,2.30
9/04/2009,220.00,2.60,250.00,8.20,231.00,0.00,9.20,6.90,70.00,17.30,6.50,4.60,1009.30,8.00,14.60,1.50
10/04/2009,340.00,0.50,360.00,7.20,189.00,0.00,8.70,6.50,70.80,17.00,2.70,-2.20,1023.50,10.50,16.00,1.60
11/04/2009,220.00,0.50,10.00,7.70,218.00,0.00,9.90,9.00,88.00,18.40,4.10,-2.40,1026.80,10.60,15.90,1.70
12/04/2009,170.00,0.50,220.00,10.30,164.00,0.00,12.40,9.90,71.10,19.50,6.60,0.00,1029.20,10.00,15.50,2.30
13/04/2009,310.00,0.50,220.00,8.20,177.00,0.00,10.90,10.00,88.20,19.40,6.20,1.50,1027.60,5.30,12.10,2.30
14/04/2009,300.00,1.00,350.00,5.10,158.00,0.00,13.60,12.00,82.20,20.50,7.40,1.60,1029.30,10.20,15.20,2.30
15/04/2009,210.00,1.00,360.00,5.70,238.00,0.00,11.70,10.70,88.10,18.80,8.10,1.80,1029.50,3.90,11.10,1.70
16/04/2009,40.00,6.70,350.00,13.90,418.00,0.00,17.00,15.80,88.10,18.90,11.80,10.80,1022.80,0.10,6.80,2.00
17/04/2009,0.00,0.00,20.00,6.20,179.00,0.00,16.30,15.40,90.80,21.60,14.20,10.10,1022.10,0.40,7.80,1.90
18/04/2009,40.00,3.60,20.00,8.20,233.00,0.00,16.70,15.30,85.30,20.20,15.40,13.10,1021.00,4.10,11.30,2.00
19/04/2009,0.00,0.00,20.00,5.70,157.00,0.00,14.40,13.50,90.20,18.70,13.10,8.20,1016.70,1.20,9.50,1.50
20/04/2009,250.00,2.10,110.00,10.30,256.00,0.00,13.10,12.30,90.10,21.20,9.90,5.10,1012.10,9.50,13.20,1.90
21/04/2009,240.00,2.10,340.00,5.70,167.00,0.00,8.40,6.60,75.90,16.00,5.20,-1.60,1022.30,10.30,14.00,1.90
22/04/2009,220.00,1.50,350.00,6.20,143.00,0.00,8.60,7.50,84.90,16.50,3.70,-1.80,1023.80,9.90,13.70,1.10
23/04/2009,260.00,1.00,340.00,6.20,154.00,0.00,9.60,8.10,79.90,17.00,5.40,-1.20,1028.60,8.60,13.00,0.70
24/04/2009,220.00,2.10,340.00,4.60,106.00,0.00,9.80,8.50,83.30,17.90,6.20,0.10,1027.50,4.00,9.80,1.00
25/04/2009,240.00,1.50,40.00,12.40,384.00,10.20,12.40,11.10,84.80,17.80,8.10,2.50,1021.50,0.00,3.40,0.90
26/04/2009,50.00,8.80,20.00,16.50,449.00,0.60,16.60,16.10,95.10,19.00,12.40,13.10,1016.80,0.40,4.90,2.20
27/04/2009,330.00,1.50,20.00,16.00,784.00,6.40,15.90,15.00,90.80,19.70,12.30,8.40,1018.30,5.00,10.00,1.10
28/04/2009,60.00,7.70,10.00,19.00,709.00,10.60,16.40,16.10,96.90,17.20,15.70,15.60,1013.80,0.00,0.70,0.50
29/04/2009,60.00,4.60,10.00,16.00,330.00,0.20,15.90,14.40,84.10,20.20,15.20,13.80,1007.10,4.80,9.80,1.20
30/04/2009,260.00,1.00,240.00,10.80,146.00,11.40,12.20,11.50,91.20,16.10,10.50,6.60,1011.10,3.30,6.90,0.50
1/05/2009,260.00,1.50,110.00,10.80,279.00,0.00,10.20,9.00,83.90,14.20,7.60,4.30,1021.60,8.60,11.00,0.50
2/05/2009,230.00,3.10,110.00,8.80,244.00,0.00,7.20,5.60,76.80,14.50,4.80,-0.20,1023.00,6.70,10.80,1.20
3/05/2009,210.00,3.60,210.00,5.70,173.00,0.00,6.70,5.40,81.30,16.00,2.60,-2.10,1021.50,9.60,12.00,0.90
4/05/2009,230.00,1.50,10.00,5.70,141.00,0.00,6.90,5.70,83.00,15.70,2.00,-2.70,1018.90,9.60,12.10,0.80
5/05/2009,190.00,1.00,350.00,6.20,229.00,2.00,7.70,7.10,90.90,16.60,2.50,-1.90,1008.90,7.20,10.20,0.80
6/05/2009,210.00,5.10,220.00,12.90,286.00,0.00,9.60,7.90,78.30,15.10,7.70,3.30,1000.60,4.00,7.60,0.30
7/05/2009,230.00,1.00,210.00,7.20,170.00,0.40,5.60,4.70,85.30,16.60,1.40,-4.10,1007.50,9.10,11.20,0.70
8/05/2009,210.00,3.60,230.00,8.80,332.00,0.00,9.40,8.40,86.80,15.30,5.70,1.40,994.10,5.10,8.60,1.10
9/05/2009,210.00,4.10,240.00,10.30,285.00,0.40,7.10,4.10,58.00,13.80,2.40,-2.60,995.20,8.60,10.50,1.00
10/05/2009,180.00,0.50,200.00,8.80,135.00,0.00,5.60,4.60,84.00,11.50,4.10,-0.60,990.10,4.00,8.00,0.60
11/05/2009,210.00,2.60,220.00,5.70,165.00,0.00,6.10,4.20,71.90,14.40,2.50,-1.80,997.20,5.20,9.30,0.30
12/05/2009,230.00,2.10,20.00,4.10,121.00,0.00,3.00,2.00,83.10,13.10,0.00,-6.50,999.70,8.80,10.70,0.50
13/05/2009,230.00,0.50,220.00,12.90,232.00,0.00,5.70,4.50,81.10,14.60,2.60,-2.80,998.10,8.30,10.00,0.20
14/05/2009,240.00,1.50,270.00,6.20,324.00,5.00,9.00,7.60,80.90,16.60,4.30,-0.80,1003.30,6.00,8.30,0.80
15/05/2009,180.00,0.50,350.00,17.50,216.00,0.20,13.20,12.60,93.10,16.90,5.90,0.50,998.70,5.70,8.00,1.40
16/05/2009,240.00,0.50,360.00,17.50,624.00,4.80,8.10,7.20,87.20,17.60,5.20,0.40,1006.70,6.70,8.10,0.90
17/05/2009,140.00,2.10,360.00,22.60,212.00,5.40,13.60,11.50,75.80,16.50,8.30,9.50,1000.60,4.30,6.50,0.00
18/05/2009,270.00,2.60,350.00,6.70,145.00,1.60,9.10,8.80,96.10,14.50,2.90,-1.20,1003.40,4.10,6.60,0.40
19/05/2009,10.00,1.50,200.00,8.80,265.00,1.40,7.50,6.70,87.80,12.00,2.40,-1.60,1004.20,4.40,6.40,0.40
20/05/2009,220.00,5.70,190.00,14.90,384.00,0.00,5.90,4.00,70.80,11.40,2.30,-1.80,1011.70,4.70,7.40,0.80
21/05/2009,170.00,1.50,210.00,7.70,167.00,0.00,4.20,1.40,55.20,11.50,0.50,-4.60,1019.50,9.10,9.90,0.80
22/05/2009,260.00,2.60,200.00,9.30,228.00,0.00,3.40,2.50,84.90,13.40,-0.10,-5.50,1019.80,7.30,8.40,0.90
23/05/2009,230.00,1.50,210.00,10.30,197.00,0.00,3.70,2.30,76.80,15.50,0.50,-5.00,1020.40,7.80,8.70,0.80
24/05/2009,40.00,1.50,220.00,6.70,145.00,0.00,7.50,5.60,73.20,13.30,3.80,-0.50,1019.50,0.00,3.40,0.80
25/05/2009,50.00,1.50,220.00,6.20,132.00,0.00,10.40,7.20,60.10,16.60,4.00,-0.70,1024.30,9.00,9.40,0.30
26/05/2009,210.00,1.50,10.00,4.60,94.00,0.00,4.50,4.00,91.30,14.40,2.20,-2.50,1024.70,6.30,7.50,0.40
27/05/2009,180.00,0.50,10.00,4.10,115.00,0.00,3.60,3.40,95.90,15.40,2.90,-1.70,1021.30,5.40,8.20,0.40
28/05/2009,230.00,1.00,130.00,2.60,85.00,0.20,4.50,4.20,95.20,13.20,1.90,-3.30,1019.00,5.10,6.90,0.50
29/05/2009,210.00,0.50,360.00,3.60,88.00,0.00,2.90,2.80,98.10,11.30,0.20,-3.80,1015.20,4.20,6.60,0.40
30/05/2009,240.00,1.00,90.00,3.10,112.00,0.00,7.40,6.60,89.00,13.10,2.90,0.30,1014.80,0.30,5.20,0.40
31/05/2009,10.00,1.00,210.00,17.00,339.00,0.00,6.40,5.10,80.00,11.00,1.30,-4.70,1009.70,8.30,8.80,0.60
1/06/2009,280.00,1.50,180.00,4.60,109.00,0.00,1.60,0.20,73.20,11.50,-1.90,-7.30,1025.00,9.00,8.60,0.60
2/06/2009,190.00,1.00,10.00,3.60,130.00,0.00,1.50,0.70,85.40,12.30,-1.50,-8.00,1031.80,8.80,8.80,0.40
3/06/2009,220.00,2.10,330.00,3.60,123.00,0.00,2.80,1.90,84.90,13.50,-0.70,-6.50,1033.30,8.10,8.10,0.40
4/06/2009,260.00,2.10,220.00,8.80,160.00,0.00,7.10,5.70,79.00,13.50,2.80,-1.60,1032.10,6.60,8.00,0.20
5/06/2009,80.00,1.50,230.00,12.90,355.00,0.00,3.40,3.10,94.00,13.90,1.20,-3.30,1018.70,7.70,7.90,0.60
6/06/2009,230.00,4.10,240.00,14.90,295.00,0.00,9.80,6.60,59.10,13.30,1.70,-3.90,1011.50,8.80,8.30,0.80
7/06/2009,260.00,2.10,90.00,5.70,128.00,0.00,5.40,4.30,82.80,9.50,2.80,-2.60,1022.90,0.00,4.20,0.80
8/06/2009,250.00,2.10,220.00,4.10,163.00,4.00,3.20,2.10,81.40,10.30,-0.90,-6.00,1024.20,7.10,7.90,0.30
9/06/2009,210.00,3.10,230.00,5.10,124.00,13.80,5.80,5.40,94.00,9.20,3.20,2.90,1019.20,0.00,1.20,0.80
10/06/2009,220.00,0.50,40.00,14.90,474.00,10.80,9.20,9.10,98.10,13.80,5.70,5.50,1016.90,0.00,2.20,0.30
11/06/2009,120.00,1.00,30.00,13.40,468.00,23.40,12.00,11.70,96.80,14.30,9.20,9.70,1017.30,0.10,2.30,0.90
12/06/2009,60.00,5.70,50.00,12.90,135.00,12.80,13.80,12.70,87.20,14.20,11.50,10.90,1016.90,0.00,1.10,0.70
13/06/2009,0.00,0.00,340.00,7.70,126.00,15.80,11.30,11.20,98.10,14.60,10.90,10.10,1002.70,0.50,3.90,0.40
14/06/2009,160.00,1.00,240.00,12.90,602.00,0.00,7.30,7.10,97.40,14.90,6.20,2.70,1002.70,6.30,7.40,0.00
15/06/2009,240.00,8.80,240.00,17.50,384.00,0.00,9.50,6.50,61.20,13.00,7.30,7.90,1001.90,7.90,8.00,0.70
16/06/2009,230.00,5.10,180.00,11.80,415.00,0.00,6.30,4.50,72.90,10.30,1.70,-4.30,1003.10,6.70,7.20,1.50
17/06/2009,150.00,1.50,220.00,10.80,123.00,0.00,0.90,-0.90,67.10,10.20,-1.10,-6.30,1018.50,8.20,8.20,0.40
18/06/2009,250.00,1.00,350.00,3.60,91.00,0.00,0.30,-0.60,83.30,10.30,-2.40,-8.40,1022.30,8.70,8.10,0.40
19/06/2009,0.00,0.00,340.00,4.10,94.00,0.00,0.20,-0.40,87.80,11.10,-3.10,-9.90,1025.50,8.60,8.20,0.30
20/06/2009,180.00,1.00,350.00,3.60,109.00,0.00,1.50,0.90,87.80,11.60,-1.20,-6.40,1030.40,8.50,8.00,0.30
21/06/2009,230.00,1.50,350.00,3.10,94.00,0.00,1.10,0.70,93.10,11.60,-1.20,-7.50,1033.50,8.50,8.10,0.10
22/06/2009,180.00,1.00,350.00,3.10,118.00,0.00,1.30,0.90,91.80,12.10,-1.70,-7.30,1031.40,8.50,8.00,0.30
23/06/2009,250.00,2.60,250.00,4.10,140.00,0.00,3.30,2.70,89.30,12.20,1.30,-5.30,1030.20,7.60,7.70,0.20
24/06/2009,80.00,0.50,220.00,3.10,93.00,0.00,1.80,1.30,89.80,12.30,-0.80,-6.40,1028.40,8.50,7.80,0.20
25/06/2009,240.00,1.00,300.00,3.10,99.00,0.00,1.40,1.20,95.30,9.40,-0.70,-6.30,1024.80,1.50,5.00,0.20
26/06/2009,210.00,1.50,260.00,4.10,72.00,0.00,6.80,6.30,92.70,11.70,1.40,-1.10,1012.10,0.90,4.20,0.20
27/06/2009,160.00,1.00,350.00,3.60,112.00,0.00,8.30,7.90,94.80,12.40,6.80,5.00,1014.30,3.60,5.40,0.20
28/06/2009,300.00,1.50,170.00,19.60,434.00,0.00,7.10,5.90,81.80,10.50,3.80,-0.90,1009.10,0.00,2.30,0.30
29/06/2009,180.00,3.60,150.00,17.50,276.00,0.00,8.30,5.30,59.20,9.90,6.90,4.40,1002.90,0.00,1.50,0.60
30/06/2009,250.00,1.30,140.00,9.30,169.00,0.00,4.40,3.10,79.10,11.60,3.90,0.70,1012.80,1.50,5.40,0.60
1/07/2009,239.00,2.60,240.00,5.10,143.00,0.00,5.60,4.60,84.00,13.60,4.10,2.20,1014.30,4.80,7.10,0.40
2/07/2009,245.00,3.10,270.00,7.70,192.00,0.00,2.20,1.70,89.90,8.30,-0.50,-5.90,1012.20,0.00,3.20,0.40
3/07/2009,217.00,1.30,220.00,9.30,105.00,1.80,4.90,4.40,91.20,12.90,2.30,-0.70,996.00,6.30,7.50,0.90
4/07/2009,169.00,1.00,120.00,5.70,155.00,1.00,3.40,3.20,95.90,10.60,1.60,-2.70,996.40,0.20,3.50,0.60
5/07/2009,211.00,1.00,190.00,6.70,159.00,0.00,7.80,6.70,84.10,9.70,3.50,2.80,992.80,0.00,2.20,0.40
6/07/2009,270.00,1.50,170.00,6.20,158.00,2.00,5.20,4.50,89.00,11.70,4.20,-0.60,1000.50,3.90,6.50,0.80
7/07/2009,237.00,1.50,350.00,5.70,143.00,1.00,4.50,4.30,95.90,12.20,3.40,-1.40,1009.20,5.80,8.10,0.30
8/07/2009,45.00,1.50,290.00,6.70,128.00,0.00,4.90,4.50,94.00,13.30,3.90,-0.20,1017.90,7.80,8.10,0.20
9/07/2009,177.00,0.50,5.00,4.10,104.00,0.00,2.40,1.80,89.10,10.80,0.10,-5.00,1027.70,8.50,8.50,0.30
10/07/2009,200.00,0.50,10.00,3.10,89.00,0.00,0.60,0.20,92.20,10.70,-1.20,-6.80,1026.40,8.00,8.50,0.30
